Title,Image_full,Image_thumb,Type,Job,Element,Cost,Serial Type,Power,Category,Set,Code
Rem,https://fftcg.cdn.sewest.net/images/cards/full/15-062C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-062C_eg.jpg, Backup, Class Zero Cadet,down, 2, C,  , THEATRHYTHM · TYPE-0, Crystal Dominion, 15-062C
Romaa Mihgo,https://fftcg.cdn.sewest.net/images/cards/full/15-063C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-063C_eg.jpg, Forward, Mercenary,wind, 4, C, 8000, XI ·  , Crystal Dominion, 15-063C
Vanille,https://fftcg.cdn.sewest.net/images/cards/full/15-064C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-064C_eg.jpg, Backup, Saboteur/L'Cie,earth, 6, C,  , XIII ·  , Crystal Dominion, 15-064C
Scholar,https://fftcg.cdn.sewest.net/images/cards/full/15-065C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-065C_eg.jpg, Backup, Standard Unit,down, 2, C,  , XI ·  , Crystal Dominion, 15-065C
Galuf,https://fftcg.cdn.sewest.net/images/cards/full/15-066C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-066C_eg.jpg, Forward, Dawn Warrior/Warrior,c, 5, C, 9000, THEATRHYTHM · V, Crystal Dominion, 15-066C
Gijuk,https://fftcg.cdn.sewest.net/images/cards/full/15-067R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-067R_eg.jpg, Backup, Headhunter,down, 3, R,  , XII ·  , Crystal Dominion, 15-067R
Gilgamesh,https://fftcg.cdn.sewest.net/images/cards/full/15-068R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-068R_eg.jpg, Forward, Praetorian,down, 3, R, 7000, THEATRHYTHM · V, Crystal Dominion, 15-068R
Cu Sith,https://fftcg.cdn.sewest.net/images/cards/full/15-069C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-069C_eg.jpg, Backup, Master Artificer,down, 2, C,  , XII ·  , Crystal Dominion, 15-069C
Cait Sith (XI),https://fftcg.cdn.sewest.net/images/cards/full/15-070R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-070R_eg.jpg, Forward, Guide,exburst, 1, R, 3000, XI ·  , Crystal Dominion, 15-070R
Kefka,https://fftcg.cdn.sewest.net/images/cards/full/15-071H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-071H_eg.jpg, Forward, Mage,exburst, 4, H, 8000, VI ·  , Crystal Dominion, 15-071H
Cid Sophiar,https://fftcg.cdn.sewest.net/images/cards/full/15-072R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-072R_eg.jpg, Backup, Engineer,earth, 2, R,  , XV ·  , Crystal Dominion, 15-072R
Cecil,https://fftcg.cdn.sewest.net/images/cards/full/15-073H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-073H_eg.jpg, Forward, Dark Knight,c, 3, H, 9000, IV ·  , Crystal Dominion, 15-073H
Zombie,https://fftcg.cdn.sewest.net/images/cards/full/15-074C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-074C_eg.jpg, Monster, Undead,num, 2, C, 6000, XII ·  , Crystal Dominion, 15-074C
Titan,https://fftcg.cdn.sewest.net/images/cards/full/15-075R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-075R_eg.jpg, Summon,  ,exburst, 5, R,  , MOBIUS · VII, Crystal Dominion, 15-075R/6-075R
Titan,https://fftcg.cdn.sewest.net/images/cards/full/15-076C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-076C_eg.jpg, Summon,  ,c, 3, C,  , XII ·  , Crystal Dominion, 15-076C
Dadaluma,https://fftcg.cdn.sewest.net/images/cards/full/15-077H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-077H_eg.jpg, Forward, Martial Artist,earth, 3, H, 7000, VI ·  , Crystal Dominion, 15-077H
Berserker,https://fftcg.cdn.sewest.net/images/cards/full/15-078C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-078C_eg.jpg, Forward, Standard Unit,earth, 4, C, 8000, V ·  , Crystal Dominion, 15-078C
Ba'Gamnan,https://fftcg.cdn.sewest.net/images/cards/full/15-079R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-079R_eg.jpg, Forward, Headhunter,down, 4, R, 8000, XII ·  , Crystal Dominion, 15-079R
Geomancer,https://fftcg.cdn.sewest.net/images/cards/full/15-080C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-080C_eg.jpg, Backup, Standard Unit,c, 2, C,  , V ·  , Crystal Dominion, 15-080C
Firion,https://fftcg.cdn.sewest.net/images/cards/full/15-081C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-081C_eg.jpg, Forward, Warrior/Rebel,earth, 3, C, 7000, II ·  , Crystal Dominion, 15-081C
Hecatoncheir,https://fftcg.cdn.sewest.net/images/cards/full/15-082H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-082H_eg.jpg, Summon,  ,earth, 5, H,  , XIII ·  , Crystal Dominion, 15-082H
Rydia,https://fftcg.cdn.sewest.net/images/cards/full/15-083L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-083L_eg.jpg, Forward, Summoner,num, 2, L, 5000, IV ·  , Crystal Dominion, 15-083L
Robel-Akbel,https://fftcg.cdn.sewest.net/images/cards/full/15-084L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-084L_eg.jpg, Forward, Black Mage/Warlock Warlord,c, 4, L, 8000, XI ·  , Crystal Dominion, 15-084L
Aquila,https://fftcg.cdn.sewest.net/images/cards/full/15-085R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-085R_eg.jpg, Forward, Spitewarden,exburst, 4, R, 8000, XI ·  , Crystal Dominion, 15-085R
Axis,https://fftcg.cdn.sewest.net/images/cards/full/15-086R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-086R_eg.jpg, Forward, Kingsglaive,lightning, 3, R, 7000, XV ·  , Crystal Dominion, 15-086R
Aranea,https://fftcg.cdn.sewest.net/images/cards/full/15-087C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-087C_eg.jpg, Forward, Dragoon,exburst, 2, C, 3000, THEATRHYTHM · XV, Crystal Dominion, 15-087C
Vayne,https://fftcg.cdn.sewest.net/images/cards/full/15-088H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-088H_eg.jpg, Forward, Consul,lightning, 8, H, 8000, DFF · XII, Crystal Dominion, 15-088H
Sky Soldier,https://fftcg.cdn.sewest.net/images/cards/full/15-089C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-089C_eg.jpg, Backup, Standard Unit,down, 2, C,  , XII ·  , Crystal Dominion, 15-089C
Odin,https://fftcg.cdn.sewest.net/images/cards/full/15-090H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-090H_eg.jpg, Summon, ,lightning, 2, H, , XIII, Crystal Dominion, 15-090H
Thunder Drake,https://fftcg.cdn.sewest.net/images/cards/full/15-091C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-091C_eg.jpg, Monster, Dragon,num, 2, C, 6000, XII ·  , Crystal Dominion, 15-091C
Sonitus,https://fftcg.cdn.sewest.net/images/cards/full/15-092C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-092C_eg.jpg, Backup, Kingsglaive,lightning, 2, C,  , XV ·  , Crystal Dominion, 15-092C
Tredd,https://fftcg.cdn.sewest.net/images/cards/full/15-093R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-093R_eg.jpg, Forward, Kingsglaive,lightning, 1, R, 3000, XV ·  , Crystal Dominion, 15-093R
Nyx,https://fftcg.cdn.sewest.net/images/cards/full/15-094L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-094L_eg.jpg, Forward, Kingsglaive,lightning, 3, L, 7000, XV ·  , Crystal Dominion, 15-094L
Ninja,https://fftcg.cdn.sewest.net/images/cards/full/15-095C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-095C_eg.jpg, Backup, Standard Unit,c, 2, C,  , V ·  , Crystal Dominion, 15-095C
Noel,https://fftcg.cdn.sewest.net/images/cards/full/15-096C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-096C_eg.jpg, Forward, Commando,lightning, 3, C, 6000, THEATRHYTHM · XIII, Crystal Dominion, 15-096C
Feolthanos,https://fftcg.cdn.sewest.net/images/cards/full/15-097H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-097H_eg.jpg, Backup, Aegyl,lightning, 6, H,  , XII ·  , Crystal Dominion, 15-097H
Pelna,https://fftcg.cdn.sewest.net/images/cards/full/15-098C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-098C_eg.jpg, Backup, Kingsglaive,down, 2, C,  , XV ·  , Crystal Dominion, 15-098C
Magitek Armor,https://fftcg.cdn.sewest.net/images/cards/full/15-099C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-099C_eg.jpg, Forward, Standard Unit,down, 5, C, 9000, THEATRHYTHM · VI, Crystal Dominion, 15-099C
Ragelise,https://fftcg.cdn.sewest.net/images/cards/full/15-100R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-100R_eg.jpg, Forward, Spitewarden,c, 2, R, 5000, XI ·  , Crystal Dominion, 15-100R
Ramuh,https://fftcg.cdn.sewest.net/images/cards/full/15-101R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-101R_eg.jpg, Summon,  ,lightning, 3, R,  , MOBIUS · VII, Crystal Dominion, 15-101R/6-102R
Lilisette,https://fftcg.cdn.sewest.net/images/cards/full/15-102H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-102H_eg.jpg, Forward, Dancer,ability, 3, H, 7000, MOBIUS · XI, Crystal Dominion, 15-102H
Regis,https://fftcg.cdn.sewest.net/images/cards/full/15-103R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-103R_eg.jpg, Forward, King,lightning, 4, R, 8000, XV ·  , Crystal Dominion, 15-103R
Lady Lilith,https://fftcg.cdn.sewest.net/images/cards/full/15-104L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-104L_eg.jpg, Forward, Lady Lilith,c, 2, L, 5000, XI ·  , Crystal Dominion, 15-104L
Remora,https://fftcg.cdn.sewest.net/images/cards/full/15-105C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-105C_eg.jpg, Summon,  ,c, 4, C,  , XII ·  , Crystal Dominion, 15-105C
Atomos,https://fftcg.cdn.sewest.net/images/cards/full/15-106C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-106C_eg.jpg, Summon,  ,c, 3, C,  , XI ·  , Crystal Dominion, 15-106C
Umaro,https://fftcg.cdn.sewest.net/images/cards/full/15-107H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-107H_eg.jpg, Forward, Yeti,c, 1, H, 9000, VI ·  , Crystal Dominion, 15-107H
Dancer,https://fftcg.cdn.sewest.net/images/cards/full/15-108C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-108C_eg.jpg, Backup, Standard Unit,down, 2, C,  , XI ·  , Crystal Dominion, 15-108C
Ultros,https://fftcg.cdn.sewest.net/images/cards/full/15-109R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-109R_eg.jpg, Forward, Octopus,water, 1, R, 3000, VI ·  , Crystal Dominion, 15-109R
Gau,https://fftcg.cdn.sewest.net/images/cards/full/15-110C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-110C_eg.jpg, Forward, Wild Child,exburst, 2, C, 5000, DFF · VI, Crystal Dominion, 15-110C
Keiss,https://fftcg.cdn.sewest.net/images/cards/full/15-111C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-111C_eg.jpg, Backup, Partner,water, 2, C,  , DFF · FFCC, Crystal Dominion, 15-111C
Shinryu Celestia,https://fftcg.cdn.sewest.net/images/cards/full/15-112R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-112R_eg.jpg, Forward, L'Cie,water, 4, R, 8000, TYPE-0 ·  , Crystal Dominion, 15-112R
Strago,https://fftcg.cdn.sewest.net/images/cards/full/15-113C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-113C_eg.jpg, Forward, Blue Mage,c, 3, C, 7000, DFF · VI, Crystal Dominion, 15-113C
Dracoknight,https://fftcg.cdn.sewest.net/images/cards/full/15-114C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-114C_eg.jpg, Forward, Standard Unit,water, 3, C, 7000, TYPE-0 ·  , Crystal Dominion, 15-114C
Penelo,https://fftcg.cdn.sewest.net/images/cards/full/15-115H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-115H_eg.jpg, Forward, Dancer/Sky Pirate,num, 2, H, 5000, XII ·  , Crystal Dominion, 15-115H
Hilda,https://fftcg.cdn.sewest.net/images/cards/full/15-116C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-116C_eg.jpg, Backup, Princess,exburst, 4, C,  , II ·  , Crystal Dominion, 15-116C
Famfrit,https://fftcg.cdn.sewest.net/images/cards/full/15-117R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-117R_eg.jpg, Summon,  ,water, 6, R,  , MOBIUS ·  , Crystal Dominion, 15-117R/9-113H
Blue Wyrm,https://fftcg.cdn.sewest.net/images/cards/full/15-118C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-118C_eg.jpg, Monster, Dragon,num, 2, C, 6000, XII ·  , Crystal Dominion, 15-118C
Porom,https://fftcg.cdn.sewest.net/images/cards/full/15-119L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-119L_eg.jpg, Forward, Apprentice Mage,num, 2, L, 4000, IV ·  , Crystal Dominion, 15-119L
Mind Flayer,https://fftcg.cdn.sewest.net/images/cards/full/15-120H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-120H_eg.jpg, Summon,  ,water, 4, H,  , IV ·  , Crystal Dominion, 15-120H
Mayakov,https://fftcg.cdn.sewest.net/images/cards/full/15-121R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-121R_eg.jpg, Forward, Dancer,water, 4, R, 8000, XI ·  , Crystal Dominion, 15-121R
Mog (VI),https://fftcg.cdn.sewest.net/images/cards/full/15-122L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-122L_eg.jpg, Forward, Warrior/Moogle,c, 2, L, 5000, VI ·  , Crystal Dominion, 15-122L
Oracle,https://fftcg.cdn.sewest.net/images/cards/full/15-123C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-123C_eg.jpg, Backup, Standard Unit,c, 2, C,  , V ·  , Crystal Dominion, 15-123C
Relm,https://fftcg.cdn.sewest.net/images/cards/full/15-124H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-124H_eg.jpg, Forward, Pictomancer,c, 3, H, 6000, VI ·  , Crystal Dominion, 15-124H
Lunafreya,https://fftcg.cdn.sewest.net/images/cards/full/15-125R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-125R_eg.jpg, Forward, Oracle,water, 1, R, 7000, XV ·  , Crystal Dominion, 15-125R
Lenna,https://fftcg.cdn.sewest.net/images/cards/full/15-126R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-126R_eg.jpg, Forward, Princess/Warrior of Light,c, 3, R, 7000, THEATRHYTHM · V, Crystal Dominion, 15-126R
Ace,https://fftcg.cdn.sewest.net/images/cards/full/15-127H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-127H_eg.jpg, Forward, Class Zero Cadet,light, 4, H, 8000, TYPE-0 ·  , Crystal Dominion, 15-127H
Noctis,https://fftcg.cdn.sewest.net/images/cards/full/15-128L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-128L_eg.jpg, Forward, Prince,light, 2, L, 6000, XV ·  , Crystal Dominion, 15-128L
Ardyn,https://fftcg.cdn.sewest.net/images/cards/full/15-129L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-129L_eg.jpg, Forward, Chief Minister,dark, 5, L, 9000, XV ·  , Crystal Dominion, 15-129L
Nox Suzaku,https://fftcg.cdn.sewest.net/images/cards/full/15-130H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-130H_eg.jpg, Forward, Nox Suzaku,dark, 3, H, 8000, TYPE-0 ·  , Crystal Dominion, 15-130H
Wedge,https://fftcg.cdn.sewest.net/images/cards/full/15-131S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-131S_eg.jpg, Forward, AVALANCHE Operative,earth, 3, S, 7000, VII ·  , Crystal Dominion, 15-131S
Jessie,https://fftcg.cdn.sewest.net/images/cards/full/15-132S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-132S_eg.jpg, Forward, AVALANCHE Operative,earth, 3, S, 7000, VII ·  , Crystal Dominion, 15-132S
Barret,https://fftcg.cdn.sewest.net/images/cards/full/15-133S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-133S_eg.jpg, Forward, AVALANCHE Operative,earth, 3, S, 7000, VII ·  , Crystal Dominion, 15-133S
Biggs,https://fftcg.cdn.sewest.net/images/cards/full/15-134S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-134S_eg.jpg, Forward, AVALANCHE Operative,earth, 3, S, 7000, VII ·  , Crystal Dominion, 15-134S
Tseng,https://fftcg.cdn.sewest.net/images/cards/full/15-135S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-135S_eg.jpg, Forward, Member of the Turks,lightning, 4, S, 8000, VII ·  , Crystal Dominion, 15-135S
President Shinra,https://fftcg.cdn.sewest.net/images/cards/full/15-136S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-136S_eg.jpg, Backup, President of Shinra,exburst, 4, S,  , VII ·  , Crystal Dominion, 15-136S
Rude,https://fftcg.cdn.sewest.net/images/cards/full/15-137S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-137S_eg.jpg, Forward, Member of the Turks,lightning, 3, S, 7000, VII ·  , Crystal Dominion, 15-137S
Reno,https://fftcg.cdn.sewest.net/images/cards/full/15-138S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-138S_eg.jpg, Forward, Member of the Turks,lightning, 3, S, 7000, VII ·  , Crystal Dominion, 15-138S
Cloud,https://fftcg.cdn.sewest.net/images/cards/full/15-139S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-139S_eg.jpg, Forward, Merc,fire, 6, S, 8000, VII ·  , Crystal Dominion, 15-139S
Rufus,https://fftcg.cdn.sewest.net/images/cards/full/15-140S_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/15-140S_eg.jpg, Forward, President of Shinra,ice, 4, S, 9000, VII ·  , Crystal Dominion, 15-140S
Ace,https://fftcg.cdn.sewest.net/images/cards/full/9-003L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/9-003L_eg.jpg, Forward, Class Zero Cadet,exburst, 5, L, 8000, DFF · TYPE-0, Crystal Dominion, 9-003L
Yiazmat,https://fftcg.cdn.sewest.net/images/cards/full/9-057L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/9-057L_eg.jpg, Forward, Dragon,exburst, 9, L, 10000, MOBIUS · XII, Crystal Dominion, 9-057L
Ashe,https://fftcg.cdn.sewest.net/images/cards/full/10-106L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/10-106L_eg.jpg, Forward, Princess,water, 4, L, 8000, XII ·  , Crystal Dominion, 10-106L
,https://fftcg.cdn.sewest.net/images/cards/full/C-001_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/C-001_eg.jpg, Crystal, ,, , , , Crystal Hunt, Crystal Dominion, C-001
,https://fftcg.cdn.sewest.net/images/cards/full/C-002_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/C-002_eg.jpg, Crystal, ,, , , , Crystal Hunt, Crystal Dominion, C-002
Vaan,https://fftcg.cdn.sewest.net/images/cards/full/16-001R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-001R_eg.jpg, Backup, Sky Pirate,ability, 2, R, , XII, Emissaries Of Light, 16-001R
Ace,https://fftcg.cdn.sewest.net/images/cards/full/16-002H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-002H_eg.jpg, Forward, Class Zero Cadet,exburst, 4, H, 7000, DFF · TYPE-0, Emissaries Of Light, 16-002H
Elbis,https://fftcg.cdn.sewest.net/images/cards/full/16-003C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-003C_eg.jpg, Backup, Morze's Soiree Member,exburst, 2, C, , FFBE, Emissaries Of Light, 16-003C
Onion Knight,https://fftcg.cdn.sewest.net/images/cards/full/16-004C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-004C_eg.jpg, Forward, Sage/Warrior of Light,fire, 4, C, 8000, DFF · III, Emissaries Of Light, 16-004C
Cloud,https://fftcg.cdn.sewest.net/images/cards/full/16-005C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-005C_eg.jpg, Backup, Merc,genericicon, 3, C, , VII, Emissaries Of Light, 16-005C
Crimson Hound,https://fftcg.cdn.sewest.net/images/cards/full/16-006C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-006C_eg.jpg, Monster, Dog,num, 3, C, , VII, Emissaries Of Light, 16-006C
Black Waltz 2,https://fftcg.cdn.sewest.net/images/cards/full/16-007R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-007R_eg.jpg, Forward, Black Mage,num, 3, R, 7000, IX, Emissaries Of Light, 16-007R
Black Mage,https://fftcg.cdn.sewest.net/images/cards/full/16-008C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-008C_eg.jpg, Forward, Standard Unit,fire, 3, C, 7000, FFTA, Emissaries Of Light, 16-008C
Samurai,https://fftcg.cdn.sewest.net/images/cards/full/16-009C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-009C_eg.jpg, Backup, Standard Unit,down, 4, C, , XI, Emissaries Of Light, 16-009C
Djinn,https://fftcg.cdn.sewest.net/images/cards/full/16-010H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-010H_eg.jpg, Monster, Djinn,num, 2, H, 7000, III, Emissaries Of Light, 16-010H
Squall,https://fftcg.cdn.sewest.net/images/cards/full/16-011L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-011L_eg.jpg, Forward, SeeD Candidate,fire, 4, L, 8000, VIII, Emissaries Of Light, 16-011L
Suzaku,https://fftcg.cdn.sewest.net/images/cards/full/16-012R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-012R_eg.jpg, Forward, Shijin,exburst, 4, R, 7000, XI, Emissaries Of Light, 16-012R
Sol,https://fftcg.cdn.sewest.net/images/cards/full/16-013H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-013H_eg.jpg, Forward, Warrior of Light,c, 2, H, 5000, FFL, Emissaries Of Light, 16-013H
Delita,https://fftcg.cdn.sewest.net/images/cards/full/16-014R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-014R_eg.jpg, Forward, Knight,c, 5, R, 9000, FFBE · FFT, Emissaries Of Light, 16-014R
Morrow,https://fftcg.cdn.sewest.net/images/cards/full/16-015H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-015H_eg.jpg, Forward, Adventurer-in-Training,fire, 3, H, 6000, FFL, Emissaries Of Light, 16-015H
Bahamut,https://fftcg.cdn.sewest.net/images/cards/full/16-016C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-016C_eg.jpg, Summon, ,fire, 4, C, , VII, Emissaries Of Light, 16-016C
Ramza,https://fftcg.cdn.sewest.net/images/cards/full/16-017R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-017R_eg.jpg, Forward, Knight,c, 2, R, 5000, FFBE · FFT, Emissaries Of Light, 16-017R
Lilty,https://fftcg.cdn.sewest.net/images/cards/full/16-018C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-018C_eg.jpg, Backup, Standard Unit,down, 2, C, , FFCC, Emissaries Of Light, 16-018C
Luneth,https://fftcg.cdn.sewest.net/images/cards/full/16-019R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-019R_eg.jpg, Forward, Warrior of Light,fire, 2, R, 5000, III, Emissaries Of Light, 16-019R
Luso,https://fftcg.cdn.sewest.net/images/cards/full/16-020L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-020L_eg.jpg, Forward, Clan Gully Member,fire, 6, L, 5000, FFTA2, Emissaries Of Light, 16-020L
Rain,https://fftcg.cdn.sewest.net/images/cards/full/16-021C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-021C_eg.jpg, Forward, Knight,exburst, 5, C, 9000, FFBE, Emissaries Of Light, 16-021C
Erwin,https://fftcg.cdn.sewest.net/images/cards/full/16-022R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-022R_eg.jpg, Forward, Morze's Soiree Member,ice, 4, R, 8000, FFBE, Emissaries Of Light, 16-022R
Agrias,https://fftcg.cdn.sewest.net/images/cards/full/16-023H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-023H_eg.jpg, Forward, Knight/Holy Knight,c, 2, H, 5000, FFBE · FFT, Emissaries Of Light, 16-023H
Vincent,https://fftcg.cdn.sewest.net/images/cards/full/16-024H_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-024H_eg.jpg, Forward, Gunslinger,ability, 3, H, 7000, VII, Emissaries Of Light, 16-024H
Bard,https://fftcg.cdn.sewest.net/images/cards/full/16-025C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-025C_eg.jpg, Backup, Standard Unit,down, 2, C,  ,  , Emissaries Of Light, 16-025C
Cloud of Darkness,https://fftcg.cdn.sewest.net/images/cards/full/16-026L_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-026L_eg.jpg, Forward, Wraith,c, 3, L, 7000, III, Emissaries Of Light, 16-026L
Black Waltz 1,https://fftcg.cdn.sewest.net/images/cards/full/16-027C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-027C_eg.jpg, Forward, Black Mage,num, 3, C, 7000, IX, Emissaries Of Light, 16-027C
Shiva,https://fftcg.cdn.sewest.net/images/cards/full/16-028C_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-028C_eg.jpg, Summon, ,ice, 4, C, , VII, Emissaries Of Light, 16-028C
Shelke,https://fftcg.cdn.sewest.net/images/cards/full/16-029R_eg.jpg,https://fftcg.cdn.sewest.net/images/cards/thumb/16-029R_eg.jpg, Forward, Tsviets,ability, 3, R, 6000, WOFF, Emissaries Of Light, 16-029R
